ArtifactID,Category
org.kie.soup:kie-soup-json,Software Configuration Management
org.kie.soup:kie-soup-maven-integration,Software Engineering Management
org.kie.soup:kie-soup-maven-support,Software Engineering Management
org.kie.soup:kie-soup-project-datamodel-api,Others
org.kie.soup:kie-soup-project-datamodel-commons,Others
org.kie.soup:kie-soup-security-utils,Software Configuration Management
org.kie.soup:kie-soup-xstream,Software Configuration Management
org.kie.workbench.profile:kie-wb-common-profile-api,Software Engineering Management
org.kie.workbench.profile:kie-wb-common-profile-backend,Software Engineering Management
org.kiji.mapreduce:kiji-mapreduce,Others
org.kiji.schema:kiji-schema,Others
org.kiji.testing:fake-hbase_2.10,Others
org.kill-bill.testing:testing-mysql-server,Software Engineering Economics
org.kitei.testing:kitei-lessio,Others
org.kiwiproject:consul-client,Software Utilities
org.knopflerfish.bundle:console-API,Others
org.knopflerfish.bundle:useradmin,Software Configuration Management
org.knopflerfish.kf6:log-API,Software Construction
org.knopflerfish:console_api,Software Construction
org.knopflerfish:framework,Software Construction
org.knopflerfish:knopflerfish-framework,Software Construction
org.knopflerfish:log,Software Configuration Management
org.knopflerfish:osgi,Software Construction
org.kodein.di:kodein-di-conf-jvm,Software Configuration Management
org.kodein.di:kodein-di-generic-jvm,Others
org.kodein.di:kodein-di-jx-inject-jvm,Software Construction
org.kohsuke.loopy:loopy,Software Construction
org.kohsuke.stapler:stapler-adjunct-jquery,Software Configuration Management
org.kohsuke:bzip2,Others
org.koin:koin-core,Software Quality
org.koin:koin-test,Software Quality
org.kordamp.gipsy:gipsy,Software Construction
org.krakenapps:kraken-pcap,Computing Foundations
org.ksoap2:ksoap2-android-assembly-3.6.2-jar-with-dependencies,Software Construction
org.kuali.common.threads:kuali-threads,Software Construction
org.kuali.jotm:jotm-core,Software Construction
org.kuali.maven.mojo:kuali-maven-common,Software Construction
org.kuali.ole:marc4j,Others
org.kuali.ole:normalizer,Others
org.kualigan.liquibase:kualigan-lb-ant,Software Construction
org.kualigan.liquibase:kualigan-lb-extensions,Software Construction
org.kududb:kudu-client,Computing Foundations
org.kurator:suds_jurko,Software Quality
org.kurento:kurento-control-server,Software Domain
org.kurikosu:kurikosu,Software Construction
org.lable.codesystem:codereference,Software Construction
org.lable.oss.bitsandbytes:bitsandbytes,Software Construction
org.lable.rfc3881.auditlogger.definitions:rfc3881,Software Construction
org.lable.rfc3881.auditlogger.hbase:hbase-filters,Software Construction
org.lastaflute.meta:lasta-meta,Software Quality
org.leadpony.justify:justify,Others
org.leapframework:orm-test-resources,Software Configuration Management
org.liblouis:liblouis-java,Computing Foundations
org.ligboy.retrofit2:converter-fastjson,Software Engineering Operations
org.ligboy.retrofit2:converter-fastjson-android,Software Engineering Operations
org.lindbergframework:lindbergframework,Software Configuration Management
org.lineargs:LineArgs,Others
org.liquibase:liquibase-extension-testing,Computing Foundations
org.liquibase:liquibase-standard,Computing Foundations
org.litote.chat.rocket.sdk:common,Software Domain
org.litote.chat.rocket.sdk:core,Software Domain
org.litote.jackson:jackson-data,Software Construction
org.litote.jackson:jackson-generator,Software Construction
org.litote.jackson:jackson-module-loader,Software Construction
org.liveontologies:owlapi-proof,Mathematical Foundations
org.liveontologies:protege-proof-explanation,Mathematical Foundations
org.liveontologies:protege-proof-justification,Mathematical Foundations
org.liveontologies:puli,Mathematical Foundations
org.locationtech.geomesa:geomesa-accumulo-datastore,Mathematical Foundations
org.locationtech.geomesa:geomesa-accumulo-datastore_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-accumulo-datastore_2.12,Mathematical Foundations
org.locationtech.geomesa:geomesa-accumulo-jobs_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-accumulo-raster_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-accumulo-security_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-arrow-gt_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-feature-avro_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-feature-avro_2.12,Mathematical Foundations
org.locationtech.geomesa:geomesa-feature-avro_2.13,Mathematical Foundations
org.locationtech.geomesa:geomesa-filter_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-filter_2.12,Mathematical Foundations
org.locationtech.geomesa:geomesa-filter_2.13,Mathematical Foundations
org.locationtech.geomesa:geomesa-index-api_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-index-api_2.12,Mathematical Foundations
org.locationtech.geomesa:geomesa-index-api_2.13,Mathematical Foundations
org.locationtech.geomesa:geomesa-jobs,Mathematical Foundations
org.locationtech.geomesa:geomesa-jobs_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-kafka-09-datastore_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-kafka-10-datastore_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-kafka-datastore_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-kafka-datastore_2.12,Mathematical Foundations
org.locationtech.geomesa:geomesa-process-vector_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-process-vector_2.12,Mathematical Foundations
org.locationtech.geomesa:geomesa-process-vector_2.13,Mathematical Foundations
org.locationtech.geomesa:geomesa-security_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-spark-jts_2.11,Computing Foundations
org.locationtech.geomesa:geomesa-utils,Mathematical Foundations
org.locationtech.geomesa:geomesa-utils_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-web-core_2.11,Mathematical Foundations
org.locationtech.geomesa:geomesa-web-core_2.12,Mathematical Foundations
org.locationtech.geotrellis:geotrellis-raster-test_2.11,Mathematical Foundations
org.locationtech.geowave:geowave-core-geotime,Mathematical Foundations
org.locationtech.geowave:geowave-core-index,Mathematical Foundations
org.locationtech.geowave:geowave-core-store,Mathematical Foundations
org.locationtech.geowave:geowave-datastore-cassandra,Mathematical Foundations
org.locationtech.jts.io:jts-io-common,Others
org.locationtech.jts:jts,Software Domain
org.locationtech.jts:jts-core,Computing Foundations
org.locationtech.proj4j:proj4j,Others
org.locationtech.proj4j:proj4j-epsg,Mathematical Foundations
org.logicalcobwebs:com.springsource.org.logicalcobwebs.cglib.core,Others
org.logicalcobwebs:com.springsource.org.logicalcobwebs.proxool,Others
org.logstash.plugins:logstash-input-beats,Computing Foundations
org.lrng.binding:html_sjs0.6_2.12,Software Construction
org.lrng.binding:html_sjs0.6_2.13,Software Construction
org.lrng.binding:html_sjs1_2.13,Software Construction
org.lsposed.hiddenapibypass:hiddenapibypass,Software Quality
org.lucee:commons-email-all,Software Construction
org.lwjgl:lwjgl-util,Others
org.lwjgl:lwjgl_util,Others
org.lwjglx:lwjgl3-awt,Others
org.lyranthe.fs2-grpc:java-runtime_2.13,Others
org.lyranthe.sbt:partial-unification_2.12_1.0,Software Construction
org.majordodo:majordodo-test-clients,Computing Foundations
org.manatki:derevo-cats-tagless_2.12,Others
org.manatki:derevo-cats-tagless_2.13,Others
org.manatki:derevo-cats_2.12,Others
org.manatki:derevo-cats_2.13,Others
org.manatki:derevo-core_2.11,Others
org.manatki:derevo-core_2.12,Others
org.manatki:derevo-core_2.13,Others
org.mandas:docker-client,Software Construction
org.mangosdk.spi:spi,Software Domain
org.mantisbt:mantisconnect-client-api,Software Construction
org.mapfish.geo:mapfish-geo-lib,Software Quality
org.mapsforge:mapsforge-gh,Mathematical Foundations
org.mapstruct:mapstruct-common,Software Configuration Management
org.mariadb:r2dbc-mariadb,Software Engineering Operations
org.markdown4j:markdown4j,Others
org.markdown:markdown4j,Others
org.matheclipse:matheclipse-parser,Others
org.matsim.contrib:travelsummary,Others
org.matsim:matsim,Others
org.maxxq.maven:maxxq-maven,Software Construction
org.mcstats:metrics,Others
org.messaginghub:pooled-jms,Software Construction
org.metawidget.modules.static.html:metawidget-static-html,Software Design
org.metawidget.modules.static:metawidget-static,Software Design
org.metawidget:metawidget-forge,Software Construction
org.meteogroup.jbrotli:jbrotli,Software Utilities
org.meteogroup.jbrotli:jbrotli-native-darwin-x86-amd64,Others
org.meteogroup.jbrotli:jbrotli-native-win32-x86-amd64,Software Utilities
org.microprofile-ext.openapi-ext:openapi-ui,Software Engineering Management
org.milyn:flute,Software Quality
org.minidns:minidns-android21,Computing Foundations
org.minidns:minidns-core,Computing Foundations
org.minidns:minidns-hla,Computing Foundations
org.miracl.milagro.amcl:milagro-crypto-java,Others
org.mitre:jcarafe-core_2.9.1,Computing Foundations
org.mlflow:mlflow-client,Computing Foundations
org.mm:mapping-master,Software Construction
org.mnode:mnode-tools,Software Utilities
org.mobicents.commons:commons,Computing Foundations
org.mobicents.external.freetts:mbrola,Others
org.mobicents.external.jsr309:mscontrol,Others
org.mobicents.external.tritonus:tritonus_gsm,Software Domain
org.mobicents.external.tritonus:tritonus_share,Software Domain
org.mobicents.media.hardware:mobicents-dahdi,Software Domain
org.mobicents.protocols.mgcp:mgcp-impl,Software Construction
org.mobicents.protocols.smpp:smpp-impl,Computing Foundations
org.mobicents.protocols.ss7.clock:clock,Computing Foundations
org.mobicents.protocols.stream:stream,Computing Foundations
org.mobicents.resources:tts-ratype,Others
org.mobicents.servers.diameter:jdiameter-api,Others
org.mobicents.servers.diameter:mobicents-diameter-mux-jar,Others
org.mobicents.servers.media.controllers:msc-ratype,Others
org.mobicents.servers.media:mobicents-media-server-constants,Others
org.mobicents.servers.media:mobicents-media-server-msc-api,Others
org.mobicents.servers.media:mobicents-media-server-msc-api-local-impl,Others
org.mobicents.servlet.sip:sip-servlets-tomcat-jboss4,Software Configuration Management
org.mobicents.shrinkwrap.container:shrinkwrap-container-mobicents,Software Engineering Operations
org.mobicents.shrinkwrap.container:shrinkwrap-container-restcomm,Software Engineering Operations
org.mockito.kotlin:mockito-kotlin,Software Construction
org.mockito:common_2.11,Software Quality
org.mockito:common_2.12,Software Quality
org.mockito:common_2.13,Software Quality
org.mockitong:mockitong,Software Configuration Management
org.mod4j.com.google:collect,Software Construction
org.mod4j.com.google:guice,Software Construction
org.mod4j.crossx:mod4j-crossx-broker,Computing Foundations
org.mod4j.crossx:mod4j-crossx-mm,Computing Foundations
org.mod4j.org.apache:ant,Software Architecture
org.mod4j.org.eclipse.ant:core,Software Construction
org.mod4j.org.eclipse.core.runtime.compatibility:auth,Software Construction
org.mod4j.org.eclipse.emf.codegen:ecore,Software Construction
org.mod4j.org.eclipse.emf:codegen,Software Construction
org.mod4j.org.eclipse.equinox.p2:core,Software Construction
org.mod4j.org.eclipse.equinox.p2:engine,Software Construction
org.mod4j.org.eclipse.equinox.p2:metadata,Software Construction
org.mod4j.org.eclipse.team:core,Software Construction
org.mod4j.org.eclipse.ui:forms,Software Construction
org.mod4j.org.eclipse.ui:views,Software Construction
org.mod4j.org.eclipse.xtext.ui:core,Software Construction
org.mod4j.org:junit,Software Construction
org.mongodb.kafka:mongo-kafka-connect,Computing Foundations
org.mongodb.scala:bson-scala_2.11,Computing Foundations
org.mongodb.scala:bson-scala_2.12,Computing Foundations
org.mongodb.scala:bson-scala_2.13,Computing Foundations
org.mongodb:driver-async,Software Construction
org.monte:monte,Others
org.monte:screen-recorder,Software Design
org.mortbay.jetty.testwars:test-annotation-webapp,Software Engineering Operations
org.mortbay.jetty.testwars:test-jaas-webapp,Software Engineering Operations
org.mortbay.jetty.testwars:test-jndi-webapp,Software Engineering Operations
org.mortbay.jetty:javax.servlet,Computing Foundations
org.mortbay.jetty:org.mortbay.jetty,Software Quality
org.mortbay.jetty:org.mortbay.jmx,Computing Foundations
org.mortbay.jetty:server,Software Construction
org.mortbay.jetty:util,Software Construction
org.mortbay:jetty,Software Architeture
org.mricaud.xml:xut,Software Construction
org.msgpack:msgpack-rpc,Computing Foundations
org.mule.apache.cxf:cxf-rt-core,Computing Foundations
org.mule.apache.cxf:cxf-rt-databinding-aegis,Computing Foundations
org.mule.apache.cxf:cxf-rt-databinding-jaxb,Computing Foundations
org.mule.apache.cxf:cxf-rt-databinding-jibx,Computing Foundations
org.mule.apache.cxf:cxf-rt-frontend-jaxws,Computing Foundations
org.mule.apache.cxf:cxf-rt-frontend-simple,Computing Foundations
org.mule.apache.cxf:cxf-rt-transports-http,Computing Foundations
org.mule.apache.cxf:cxf-rt-transports-http-jetty,Computing Foundations
org.mule.apache.cxf:cxf-rt-transports-local,Computing Foundations
org.mule.apache.cxf:cxf-rt-ws-addr,Computing Foundations
org.mule.apache.cxf:cxf-rt-ws-rm,Computing Foundations
org.mule.apache.cxf:cxf-rt-ws-security,Computing Foundations
org.mule.apache.cxf:cxf-testutils,Computing Foundations
org.mule.apache.cxf:cxf-wstx-msv-validation,Computing Foundations
org.mule.apache:xerces2-xsd11,Computing Foundations
org.mule.connectors:mule-db-connector,Software Quality
org.mule.connectors:mule-file-connector,Software Quality
org.mule.connectors:mule-ftp-connector,Software Quality
org.mule.connectors:mule-http-connector,Software Quality
org.mule.connectors:mule-jms-connector,Software Quality
org.mule.connectors:mule-objectstore-connector,Software Quality
org.mule.connectors:mule-sockets-connector,Software Quality
org.mule.connectors:mule-wsc-connector,Software Quality
org.mule.extensions:mule-extensions-annotations,Computing Foundations
org.mule.extensions:mule-extensions-api,Computing Foundations
org.mule.glassfish.jaxb:jaxb-runtime,Software Construction
org.mule.ibeans:flickr-ibean,Computing Foundations
org.mule.jsch:jsch,Computing Foundations
org.mule.module:mule-java-module,Software Quality
org.mule.modules:commonretrypolicies,Software Construction
org.mule.modules:mule-aggregators-module,Software Quality
org.mule.modules:mule-module-apikit,Software Construction
org.mule.modules:mule-module-cmis,Software Engineering Management
org.mule.modules:mule-module-redis,Software Construction
org.mule.modules:mule-module-rest,Software Construction
org.mule.modules:mule-module-rest-router,Software Construction
org.mule.modules:mule-module-twitter,Software Engineering Management
org.mule.modules:mule-module-xannotations,Computing Foundations
